Label,vfbLabel,XML ,ThisBox,NoBoxes,BoxSize,xMin,yMin,xMax,yMax
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-06-06_16-00-01_frontNear/0003795.xml,2,2,146900,4,322,229,971
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_14-09-20_sideLeft_left/0000780.xml,1,1,146880,781,477,1239,796
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-13-31_sideRight/000046_r.xml,1,1,146823,1360,560,1808,886
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0001058.xml,2,3,146520,254,528,613,934
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_right/0008745.xml,2,2,145950,2,731,418,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-26-52_sideRight_right/0004701.xml,1,1,145796,1284,826,1857,1079
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_11/0001230.xml,3,4,145515,1,812,545,1078
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0004360.xml,1,1,145083,257,445,609,855
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_11/0001185.xml,2,3,145055,416,745,848,1079
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_3_sideRight/000096_r.xml,1,1,145017,1106,203,1474,595
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0006945.xml,1,1,144771,238,459,688,779
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-24-27_sideRight/0001020.xml,3,4,144690,1352,279,1881,551
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-24_13-42-50/0004863.xml,1,1,144570,223,371,617,736
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001095.xml,1,4,144431,626,518,954,956
vehicle fallback,excavator,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_17-46-55_sideRight/000684_r.xml,1,1,144326,1579,223,1916,649
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideRight_left/0001316.xml,2,2,143948,1532,710,1919,1080
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-34-27_sideLeft/0007440.xml,2,2,143808,431,260,1102,473
vehicle fallback,trailer,IDD_Detection/Annotations/frontNear/BLR-2018-04-19_18-06-55_frontNear/0000060.xml,1,1,143637,1543,524,1919,904
vehicle fallback,crane,IDD_Detection/Annotations/frontNear/BLR-2018-06-05_09-06-38_frontNear/0015045.xml,2,3,143379,1258,6,1524,542
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-29-20_sideRight/000372_r.xml,2,3,143317,1328,513,1724,873
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideRight_left/0008790.xml,1,1,143080,1529,594,1920,958
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_08-50-18_sideRight/0000195.xml,1,1,142416,69,330,455,697
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_09-06-38_sideLeft/001495_r.xml,1,1,142071,1,1,667,213
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0003750.xml,1,2,141928,702,531,1153,844
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-13-31_sideRight/0000465.xml,1,1,140895,1456,601,1920,903
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-54-27_sideLeft/0004680.xml,1,1,140700,1518,375,1919,724
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41_frontNear_left/0001635.xml,4,4,140572,1,457,226,1078
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0003660.xml,1,1,140149,1,442,269,962
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_3_sideRight/0000960.xml,1,1,139978,1145,208,1502,598
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0005280.xml,1,2,139430,402,565,766,946
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_43/0001455.xml,2,2,139320,1,48,135,1079
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_13-04-21_sideRight/0001500.xml,1,3,139181,298,539,710,875
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_34/0001680.xml,2,4,139108,335,748,753,1079
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-24-27_sideRight/0000300.xml,1,1,138574,411,400,796,758
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/000774_r.xml,2,2,138510,1,355,405,696
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-44-09_sideRight/0008340.xml,1,1,137632,1530,729,1920,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000303_r.xml,1,1,137592,1774,1,1920,936
vehicle fallback,bulldozer,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_12-04-54_sideRight/0009960.xml,1,1,137460,1605,318,1920,752
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideLeft_right/0000105.xml,1,1,137352,4,691,357,1078
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-05-14_13-29-20_sideLeft/000456_r.xml,1,1,137295,1372,300,1776,638
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_2_sideLeft/000384_r.xml,1,1,137111,353,280,1041,478
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-01-18_sideRight/000861_r.xml,2,2,136629,888,569,1310,891
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-24_12-52-50/0004761.xml,3,3,136514,447,351,789,748
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_17-46-55_sideRight/0006840.xml,1,1,135337,1597,217,1919,635
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-05-14_13-29-20_sideLeft/0004560.xml,1,1,135192,1389,290,1781,633
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-01-18_sideLeft/0004470.xml,1,1,135142,745,490,1138,832
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-54-27_sideLeft/000468_r.xml,1,1,134848,1529,294,1920,637
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_44/0000420.xml,1,2,134784,250,730,633,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-06-06_16-00-01_frontNear/0004245.xml,1,1,134392,3,327,216,954
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-34-41/0001810.xml,5,7,133852,352,541,658,976
vehicle fallback,trailer,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_16-39-05_sideRight/000456_r.xml,1,1,133584,757,390,1284,642
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0007872.xml,4,5,133227,345,513,683,905
vehicle fallback,bulldozer,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-26_13-47-52_frontNear_left/0007560.xml,3,5,132800,1242,324,1561,738
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_17/0001349.xml,1,1,132696,1,313,388,654
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-24_13-02-50/0007930.xml,2,2,132587,29,570,431,898
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_rearNear_right/0005775.xml,3,3,132447,337,363,707,719
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_28/0001140.xml,2,2,132300,4,505,318,924
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-19_17-56-55_frontFar/000108_r.xml,1,1,131892,1,296,379,643
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-29-20_sideRight/0005580.xml,1,1,131868,318,372,713,704
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_right/0007305.xml,2,3,131698,1419,589,1827,910
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/2018-05-31_13-01-28/2018-05-31_13-3-38-353067_leftImg8bit.xml,1,1,131285,248,739,632,1079
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-08_09-58-25_sideRight/0002520.xml,1,1,131182,1308,867,1920,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-23_12-45-57_frontNear/000006_r.xml,1,1,130819,1538,443,1914,789
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0001276.xml,5,5,130680,103,565,465,924
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-19_17-36-55_frontFar/000492_r.xml,1,1,130650,879,95,1280,419
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000406_r.xml,1,1,130500,1771,89,1920,958
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0002940.xml,1,2,130169,752,537,1154,859
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_2/0000959.xml,1,1,130050,79,377,528,665
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_16-39-05_sideLeft/000018_r.xml,1,1,129331,1,243,283,699
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0000960.xml,1,3,129129,1,558,301,986
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_30/0001181.xml,1,1,129024,1341,381,1916,604
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001140.xml,4,4,128986,1633,411,1918,861
vehicle fallback,trailer,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-16_15-34-27/0005386.xml,1,1,128838,587,521,980,847
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-15-50_sideLeft_left/0003300.xml,1,1,128520,718,364,1074,723
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/0013650.xml,1,1,128520,650,243,1189,480
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-06_16-41-17/0006717.xml,2,2,128250,58,738,532,1007
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-34-41/0002629.xml,1,1,128040,0,515,329,902
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0007860.xml,4,4,128020,336,531,681,900
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41_frontNear_left/0001185.xml,3,3,128002,1,507,223,1080
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-44-27_sideLeft/000030_r.xml,2,5,128000,654,68,1153,323
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-54-41_frontNear_left/0001935.xml,2,2,127734,239,517,587,882
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-06-05_09-06-38_frontNear/001014_r.xml,1,1,127680,1300,1,1523,570
vehicle fallback,water tanker,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideRight_right/0005961.xml,1,1,127585,255,330,649,652
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_17-36-55_sideLeft/0006840.xml,1,1,127296,916,500,1323,811
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-49-32_sideLeft/0007080.xml,2,3,127203,599,194,987,520
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-29_11-08-34_frontNear/000330_r.xml,1,1,127152,1777,198,1920,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/0004500.xml,1,1,127015,1788,1,1920,955
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_15-23-02_sideLeft/000534_r.xml,1,1,126546,2,686,323,1078
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41/0000912.xml,4,4,125955,326,589,636,993
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_left/0008239.xml,1,1,125832,96,437,487,757
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-01-18_sideRight/000622_r.xml,1,1,125832,1302,612,1729,905
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_2_sideLeft/0003840.xml,1,1,125795,285,363,979,543
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0003616.xml,2,3,125421,280,502,710,792
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_right/0006720.xml,1,2,125244,850,663,1346,914
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000069_r.xml,2,2,125001,832,500,1218,822
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-54-41_frontNear_left/0003435.xml,3,4,124830,1336,491,1677,855
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_17-36-55_sideLeft/000306_r.xml,1,1,124338,1530,149,1920,466
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0005775.xml,3,3,123933,1050,197,1376,575
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_11-08-34_sideLeft/0002355.xml,1,2,123888,1,597,348,952
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-29-20_sideRight/000558_r.xml,1,1,123872,221,362,612,677
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/0003300.xml,1,1,123857,1,1,211,587
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_16-14-27_frontFar/0014640.xml,2,2,123670,983,433,1280,847
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_25/0000752.xml,1,2,122534,104,672,497,982
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-24-27_sideRight/000030_r.xml,1,1,122130,405,421,758,765
vehicle fallback,water tanker,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideRight_right/0005871.xml,1,3,121390,332,315,729,619
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-03-22_17-39-26_3_frontFar/000816_r.xml,1,1,121260,1023,345,1280,814
vehicle fallback,trailer,IDD_Detection/Annotations/frontNear/BLR-2018-03-22_17-39-26_2_frontNear/000348_r.xml,1,1,120818,468,567,853,879
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0005886.xml,2,2,120510,456,401,764,790
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41/0006455.xml,1,1,120479,200,501,522,873
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-34-27_sideLeft/0007080.xml,1,1,120456,772,256,1275,494
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_09-06-38_sideLeft/0003075.xml,1,1,120373,2,261,342,613
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_09-06-38_sideLeft/001189_r.xml,1,1,120360,256,1,845,204
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-06-05_08-50-18_frontNear/000019_r.xml,1,1,120213,994,358,1354,690
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-34-41/0001832.xml,10,10,120170,343,539,647,932
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_rearNear_right/0008070.xml,1,3,119930,1582,722,1916,1079
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_16-39-05_sideRight/000504_r.xml,1,1,119848,238,371,805,581
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-44-27_sideRight/000756_r.xml,1,2,119412,1175,181,1732,394
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideRight_right/0008792.xml,1,1,119368,1573,640,1919,983
vehicle fallback,ReviewLater,IDD_Detection/Annotations/rearNear/BLR-2018-06-05_08-50-18_rearNear/0009285.xml,1,1,119301,3,643,275,1079
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_47/0001313.xml,1,2,118755,193,539,453,993
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-05-53-14_part_5/0001056.xml,1,5,118608,219,298,571,633
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-31_13-01-28_frontNear/0011985.xml,1,1,118502,1727,465,1919,1078
vehicle fallback,street cart,IDD_Detection/Annotations/frontNear/BLR-2018-03-22_17-39-26_2_frontNear/0003480.xml,1,1,118300,479,520,842,844
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-59-01_sideLeft/0004335.xml,2,2,118300,1175,411,1512,760
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_23/0001499.xml,4,4,118295,1,489,401,783
vehicle fallback,excavator,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_15-23-02_sideRight/000204_r.xml,1,1,118048,1362,1,1837,248
vehicle fallback,trailer,IDD_Detection/Annotations/frontFar/BLR-2018-03-22_17-39-26_3_frontFar/0003060.xml,2,2,117986,935,478,1280,818
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0003735.xml,1,1,117869,1228,414,1538,792
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0003610.xml,3,3,117576,336,500,749,783
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_35/0001455.xml,1,2,117504,518,443,901,748
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/000750_r.xml,1,1,117114,1656,67,1917,513
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_13-02-17/0004086.xml,1,1,116920,235,541,530,935
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_left/0007193.xml,2,2,116886,184,336,645,588
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_35/0001365.xml,1,2,116724,418,468,843,741
vehicle fallback,excavator,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/000750_r.xml,1,1,116616,1450,299,1901,556
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000564_r.xml,1,1,116380,923,550,1428,779
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_35/0001410.xml,1,2,116314,433,444,806,754
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0002743.xml,2,2,116291,283,735,731,993
vehicle fallback,excavator,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/0007500.xml,1,1,116032,1459,288,1906,546
vehicle fallback,water tanker,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-24_12-52-50/0002719.xml,1,2,115948,301,500,874,701
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0007860.xml,3,4,115599,428,478,768,816
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_30/0001031.xml,2,2,115425,1696,1,1920,513
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_37/0000510.xml,2,3,115416,377,496,880,724
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0000754.xml,5,5,115320,279,521,588,892
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000577_r.xml,1,3,115198,326,463,803,703
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-23_13-31-36/2018-05-23_13-32-18-467934_leftImg8bit.xml,1,1,114948,183,304,461,715
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-24-27_frontFar/0000840.xml,1,1,114848,80,438,467,733
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_13-04-21_sideRight/0001500.xml,3,3,114821,1368,751,1716,1079
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_12/0000674.xml,1,2,114798,22,467,339,827
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-31_13-01-28_frontNear/001455_r.xml,2,2,114720,1679,601,1918,1078
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-21-45_sideLeft/0000195.xml,1,1,114654,288,346,878,539
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-34-27_sideLeft/000660_r.xml,2,2,114609,741,193,1193,445
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_16-32-30_sideLeft/000336_r.xml,1,1,114380,1442,290,1707,719
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_35/0001500.xml,1,2,114180,525,423,854,768
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-24-27_frontFar/000084_r.xml,1,1,114000,9,366,383,669
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_30/0000510.xml,1,2,113701,595,457,1033,715
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/0006060.xml,1,1,113549,926,336,1344,606
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_3_sideLeft/000300_r.xml,1,1,113245,1566,225,1920,543
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000577_r.xml,3,3,113076,1005,221,1328,569
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideLeft_right/0006630.xml,6,7,112887,1022,430,1360,762
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_35/0000330.xml,4,4,112875,1814,1,1918,1075
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-34-27_sideLeft/000684_r.xml,2,2,112800,1317,262,1796,496
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_18-06-55_sideRight/000012_r.xml,1,1,112752,1660,411,1920,842
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-21-45_sideLeft/000019_r.xml,1,1,112710,290,352,867,546
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_15-23-02_sideLeft/0002280.xml,1,1,112554,944,698,1281,1030
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0005392.xml,1,1,112378,69,546,417,867
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-34-27_sideRight/000714_r.xml,2,2,112378,131,337,828,497
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-44-27_sideLeft/0000360.xml,1,1,111752,0,226,243,683
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_08-50-18_sideRight/000019_r.xml,1,1,111740,5,332,374,633
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_11-08-34_sideLeft/0003120.xml,1,1,111708,1805,1,1920,963
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/000606_r.xml,1,1,111488,979,259,1394,526
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_17-36-55_sideLeft/000684_r.xml,1,1,111456,941,465,1327,752
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-01-18_sideRight/000591_r.xml,2,3,111412,33,371,354,716
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-19_17-56-55_frontFar/0001080.xml,1,1,111220,106,376,437,710
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_30/0000881.xml,2,3,111186,1069,1,1281,522
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-15-50_sideLeft_right/0003249.xml,1,4,111150,327,313,668,637
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41/0004724.xml,2,3,111078,1,655,363,960
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-01-18_sideRight/001032_r.xml,1,1,110781,1545,717,1917,1013
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41_frontNear_left/0000885.xml,1,4,110676,482,560,757,960
